Dis No,Year,Disaster Group,Disaster Subgroup,Disaster Type,Entry Criteria,Country,Total Deaths,No Injured,No Affected,No Homeless,Total Affected,Total Damages ('000 US$),CPI
2015-0181-IDN,2015,Natural,Hydrological,Landslide,Kill,Indonesia,13,,,,,,92.70882199
2015-0524-IDN,2015,Natural,Hydrological,Landslide,Kill,Indonesia,20,,,105,105,,92.70882199
2015-0112-IDN,2015,Natural,Hydrological,Landslide,Kill,Indonesia,12,,,55,55,,92.70882199
2015-0429-IDN,2015,Natural,Climatological,Wildfire,Declar,Indonesia,19,,409664,,409664,1000000,92.70882199
2015-0412-IDN,2015,Natural,Hydrological,Flood,Affected,Indonesia,,,25750,,25750,,92.70882199
2015-0324-LAO,2015,Natural,Hydrological,Flood,Affected,Lao People's Democratic Republic (the),,,47800,,47800,10000,92.70882199
2015-0118-MMR,2015,Natural,Meteorological,Storm,Kill,Myanmar,3,,,,,,92.70882199
2015-0492-MMR,2015,Natural,Hydrological,Flood,Kill,Myanmar,16,,,,,,92.70882199
2015-0449-MMR,2015,Natural,Hydrological,Landslide,Kill,Myanmar,21,,,900,900,,92.70882199
2015-0455-MMR,2015,Natural,Hydrological,Landslide,Kill,Myanmar,17,,,300,300,,92.70882199
2016-0138-MMR,2016,Natural,Meteorological,Storm,Affected,Myanmar,14,12,,12000,12012,2000,93.87843648
2016-0094-IDN,2016,Natural,Hydrological,Flood,Affected,Indonesia,5,,24000,,24000,,93.87843648
2016-0040-IDN,2016,Natural,Hydrological,Flood,Affected,Indonesia,8,,80313,,80313,2000,93.87843648
2016-0092-IDN,2016,Natural,Hydrological,Flood,Affected,Indonesia,6,,12500,,12500,,93.87843648
2016-0345-IDN,2016,Natural,Hydrological,Flood,Kill,Indonesia,53,,,8920,8920,22000,93.87843648
2016-0425-IDN,2016,Natural,Hydrological,Flood,Affected,Indonesia,2,,4500,,4500,,93.87843648
2016-0216-IDN,2016,Natural,Hydrological,Landslide,Kill,Indonesia,62,,,,,25000,93.87843648
2016-9225-KHM,2016,Natural,Climatological,Drought,Affected,Cambodia,,,2500000,,2500000,,93.87843648
2016-0019-IDN,2016,Natural,Geophysical,Earthquake,Affected,Indonesia,,8,360,,368,,93.87843648
2016-0458-IDN,2016,Natural,Geophysical,Earthquake,Affected,Indonesia,,,3410,,3410,,93.87843648
2016-0475-IDN,2016,Natural,Geophysical,Earthquake,Kill,Indonesia,104,857,85161,,86018,100000,93.87843648
2016-0479-IDN,2016,Natural,Hydrological,Flood,Affected,Indonesia,5,,19669,,19669,,93.87843648
2016-0156-IDN,2016,Natural,Hydrological,Landslide,Kill,Indonesia,15,,,,,,93.87843648
2016-0057-IDN,2016,Natural,Hydrological,Flood,Affected,Indonesia,,,30000,,30000,,93.87843648
2016-0306-IDN,2016,Natural,Hydrological,Flood,Affected,Indonesia,,,1354,,1354,,93.87843648
2016-0316-LAO,2016,Natural,Hydrological,Flood,Affected,Lao People's Democratic Republic (the),5,,26328,,26328,50,93.87843648
2016-0189-MMR,2016,Natural,Meteorological,Storm,Kill,Myanmar,18,24,87920,,87944,2600,93.87843648
2016-0383-MMR,2016,Natural,Geophysical,Earthquake,Affected,Myanmar,4,2,1150,,1152,10000,93.87843648
2016-0224-MMR,2016,Natural,Hydrological,Landslide,Kill,Myanmar,42,15,,,15,,93.87843648
2016-0444-MMR,2016,Natural,Biological,Epidemic,Kill,Myanmar,34,,,,,,93.87843648
2016-0232-MMR,2016,Natural,Hydrological,Flood,Kill,Myanmar,14,,377667,,377667,,93.87843648
2016-0369-MMR,2016,Natural,Hydrological,Flood,Affected,Myanmar,5,,474560,,474560,2000,93.87843648
2016-0057-MYS,2016,Natural,Hydrological,Flood,Affected,Malaysia,,,6000,,6000,,93.87843648
2016-0307-MYS,2016,Natural,Hydrological,Flood,Affected,Malaysia,,,441,,441,,93.87843648
2016-0489-MYS,2016,Natural,Hydrological,Flood,Affected,Malaysia,,,400,,400,,93.87843648
2016-0516-MYS,2016,Natural,Hydrological,Flood,Affected,Malaysia,,,25000,,25000,132000,93.87843648
2014-0240-PHL,2014,Natural,Meteorological,Storm,Affected,Philippines (the),2,,683,,683,,92.59898057
2014-0227-PHL,2014,Natural,Meteorological,Storm,Kill,Philippines (the),111,1250,4653716,,4654966,820576,92.59898057
2014-0227-VNM,2014,Natural,Meteorological,Storm,Kill,Viet Nam,27,,36000,,36000,6200,92.59898057
2014-0479-PHL,2014,Natural,Meteorological,Storm,Kill,Philippines (the),18,916,4149484,,4150400,113878,92.59898057
2014-0390-PHL,2014,Natural,Meteorological,Storm,Kill,Philippines (the),4,1,431085,,431086,19183,92.59898057
2014-0330-PHL,2014,Natural,Meteorological,Storm,Kill,Philippines (the),22,16,2052141,,2052157,75783,92.59898057
2014-0414-PHL,2014,Natural,Hydrological,Flood,Affected,Philippines (the),4,,3770,,3770,,92.59898057
2014-0497-PHL,2014,Natural,Meteorological,Storm,Kill,Philippines (the),72,,578549,,578549,17688,92.59898057
2014-0571-PHL,2014,Natural,Hydrological,Flood,Affected,Philippines (the),1,,42175,,42175,,92.59898057
2014-0537-THA,2014,Natural,Meteorological,Storm,--,Thailand,,,,2000,2000,,92.59898057
2014-0474-PHL,2014,Natural,Meteorological,Storm,Affected,Philippines (the),12,,4695,,4695,,92.59898057
2014-0250-PHL,2014,Natural,Hydrological,Flood,Affected,Philippines (the),,,99185,,99185,,92.59898057
2014-0331-PHL,2014,Natural,Geophysical,Volcanic activity,Affected,Philippines (the),,,60545,,60545,,92.59898057
2014-0471-THA,2014,Natural,Hydrological,Flood,Affected,Thailand,,,12000,,12000,,92.59898057
2014-0345-THA,2014,Natural,Hydrological,Flood,Affected,Thailand,10,,73260,,73260,10000,92.59898057
2014-0493-THA,2014,Natural,Hydrological,Flood,Affected,Thailand,4,,27140,,27140,,92.59898057
2014-0522-THA,2014,Natural,Hydrological,Flood,Kill,Thailand,15,8,18880,,18888,,92.59898057
2014-9428-THA,2014,Natural,Climatological,Drought,Declar,Thailand,,,,,,,92.59898057
2014-0390-VNM,2014,Natural,Meteorological,Storm,Kill,Viet Nam,11,,11325,,11325,4500,92.59898057
2014-0474-VNM,2014,Natural,Meteorological,Storm,Affected,Viet Nam,,,750,,750,,92.59898057
2015-0017-PHL,2015,Natural,Meteorological,Storm,Affected,Philippines (the),2,,21687,,21687,1000,92.70882199
2015-0371-PHL,2015,Natural,Meteorological,Storm,Kill,Philippines (the),40,24,318359,,318383,30299,92.70882199
2015-0462-PHL,2015,Natural,Meteorological,Storm,Kill,Philippines (the),51,83,2898507,,2898590,210985,92.70882199
2015-0543-PHL,2015,Natural,Meteorological,Storm,Affected,Philippines (the),46,24,287227,,287251,135217,92.70882199
2015-0278-PHL,2015,Natural,Meteorological,Storm,Affected,Philippines (the),,,55567,,55567,2218,92.70882199
2015-0283-PHL,2015,Natural,Hydrological,Flood,Kill,Philippines (the),23,,42500,,42500,86,92.70882199
2015-0359-PHL,2015,Natural,Hydrological,Flood,Kill,Philippines (the),9,,62929,,62929,114,92.70882199
2015-0292-VNM,2015,Natural,Hydrological,Flood,Kill,Viet Nam,32,,15000,,15000,204000,92.70882199
2015-0279-PHL,2015,Natural,Hydrological,Flood,Affected,Philippines (the),8,,122000,,122000,,92.70882199
2015-0323-PHL,2015,Natural,Hydrological,Flood,Affected,Philippines (the),9,,880,,880,,92.70882199
2015-0105-PHL,2015,Natural,Meteorological,Storm,Waiting,Philippines (the),,,2761,,2761,,92.70882199
2015-0176-PHL,2015,Natural,Meteorological,Storm,Affected,Philippines (the),2,,523,,523,348,92.70882199
2015-0244-PHL,2015,Natural,Meteorological,Storm,Affected,Philippines (the),5,,10800,3300,14100,1500000,92.70882199
2015-0339-PHL,2015,Natural,Meteorological,Storm,Kill,Philippines (the),,,3843,,3843,,92.70882199
2015-0490-PHL,2015,Natural,Meteorological,Storm,Kill,Philippines (the),2,,3500,,3500,1300,92.70882199
2015-9364-PHL,2015,Natural,Climatological,Drought,Affected,Philippines (the),,,181687,,181687,84399,92.70882199
2015-0284-PHL,2015,Natural,Hydrological,Flood,Affected,Philippines (the),4,,3000,,3000,,92.70882199
2015-9574-THA,2015,Natural,Climatological,Drought,SigDis,Thailand,,,,,,3300000,92.70882199
2015-0252-VNM,2015,Natural,Meteorological,Storm,Affected,Viet Nam,7,,,115,115,,92.70882199
2015-9617-VNM,2015,Natural,Climatological,Drought,Affected,Viet Nam,,,1750000,,1750000,6750000,92.70882199
2015-0460-VNM,2015,Natural,Hydrological,Flood,Affected,Viet Nam,2,,100,,100,,92.70882199
2015-0608-TLS,2015,Natural,Geophysical,Earthquake,Affected,Timor-Leste,,3,,2000,2003,4000,92.70882199
2016-0379-VNM,2016,Natural,Meteorological,Storm,Kill,Viet Nam,11,15,11075,,11090,157,93.87843648
2016-0456-PHL,2016,Natural,Meteorological,Storm,Affected,Philippines (the),,,14309,,14309,,93.87843648
2016-0371-PHL,2016,Natural,Meteorological,Storm,Affected,Philippines (the),,,8809,,8809,,93.87843648
2016-0490-PHL,2016,Natural,Meteorological,Storm,Affected,Philippines (the),,,1559,,1559,,93.87843648
2016-0362-VNM,2016,Natural,Meteorological,Storm,Kill,Viet Nam,34,,610000,,610000,350000,93.87843648
2016-0371-VNM,2016,Natural,Meteorological,Storm,Affected,Viet Nam,25,,180000,2500,182500,144000,93.87843648
2016-0256-PHL,2016,Natural,Meteorological,Storm,Kill,Philippines (the),2,2,3357,,3359,,93.87843648
2016-0342-PHL,2016,Natural,Meteorological,Storm,Kill,Philippines (the),,,16648,,16648,4913,93.87843648
2016-0363-PHL,2016,Natural,Meteorological,Storm,Affected,Philippines (the),,,52270,,52270,11490,93.87843648
2016-0364-PHL,2016,Natural,Meteorological,Storm,Kill,Philippines (the),8,,981154,,981154,50690,93.87843648
2016-0503-PHL,2016,Natural,Meteorological,Storm,Affected,Philippines (the),24,,1893404,,1893404,103661,93.87843648
2016-0377-PHL,2016,Natural,Hydrological,Flood,Kill,Philippines (the),26,,1263098,,1263098,9320,93.87843648
2016-0445-PHL,2016,Natural,Hydrological,Flood,Kill,Philippines (the),19,,1300000,,1300000,,93.87843648
2016-0513-SGP,2016,Natural,Biological,Epidemic,Affected,Singapore,,13051,,,13051,,93.87843648
2016-0378-THA,2016,Natural,Hydrological,Flood,Affected,Thailand,3,,22500,,22500,,93.87843648
2016-0023-THA,2016,Natural,Meteorological,Extreme temperature,SigDis,Thailand,14,,,,,,93.87843648
2016-0360-THA,2016,Natural,Hydrological,Flood,Affected,Thailand,4,,204000,,204000,120000,93.87843648
2016-0472-THA,2016,Natural,Hydrological,Flood,Kill,Thailand,14,,582343,,582343,25000,93.87843648
2016-0400-VNM,2016,Natural,Hydrological,Flood,Kill,Viet Nam,35,30,659390,195,659615,104280,93.87843648
2016-0268-VNM,2016,Natural,Meteorological,Storm,Waiting,Viet Nam,1,5,191745,,191750,191000,93.87843648
2016-0514-VNM,2016,Natural,Biological,Epidemic,Kill,Viet Nam,27,79204,,,79204,,93.87843648
2016-0497-VNM,2016,Natural,Hydrological,Flood,Kill,Viet Nam,27,16,559255,2850,562121,35000,93.87843648
2016-0517-VNM,2016,Natural,Hydrological,Flood,Kill,Viet Nam,21,,205205,1135,206340,22000,93.87843648
2016-9119-TLS,2016,Natural,Climatological,Drought,Affected,Timor-Leste,,,120000,,120000,,93.87843648
2015-0620-KHM,2015,Natural,Meteorological,Storm,Affected,Cambodia,,,6300,,6300,,92.70882199
2015-0620-THA,2015,Natural,Meteorological,Storm,Affected,Thailand,3,,,,,561,92.70882199
2015-0619-KHM,2015,Natural,Hydrological,Flood,Affected,Cambodia,,,22000,,22000,,92.70882199
2016-0525-IDN,2016,Natural,Hydrological,Flood,Kill,Indonesia,10,,105000,,105000,10000,93.87843648
2016-0527-IDN,2016,Natural,Hydrological,Flood,Affected,Indonesia,,,105753,,105753,74000,93.87843648
2016-0537-PHL,2016,Natural,Geophysical,Earthquake,Affected,Philippines (the),8,202,,,202,,93.87843648
2017-0326-PHL,2017,Natural,Meteorological,Storm,Affected,Philippines (the),,,7339,,7339,175,95.87816577
2017-0422-PHL,2017,Natural,Meteorological,Storm,Kill,Philippines (the),6,,305,,305,,95.87816577
2017-0524-PHL,2017,Natural,Meteorological,Storm,Affected,Philippines (the),58,,871757,52000,923757,50000,95.87816577
2017-0525-PHL,2017,Natural,Meteorological,Storm,Kill,Philippines (the),91,78,1861250,,1861328,71901,95.87816577
2017-0432-PHL,2017,Natural,Meteorological,Storm,Waiting,Philippines (the),9,,163349,,163349,3400,95.87816577
2017-0515-IDN,2017,Natural,Meteorological,Storm,Affected,Indonesia,11,35,,2000,2035,,95.87816577
2017-0406-PHL,2017,Natural,Meteorological,Storm,Affected,Philippines (the),26,,7465,1645,9110,5300,95.87816577
2017-0525-MYS,2017,Natural,Meteorological,Storm,Kill,Malaysia,,,426,,426,,95.87816577
2017-0206-IDN,2017,Natural,Hydrological,Flood,Affected,Indonesia,7,11,25000,,25011,2000,95.87816577
2017-0111-IDN,2017,Natural,Hydrological,Flood,Affected,Indonesia,8,,17410,,17410,19000,95.87816577
2017-0068-IDN,2017,Natural,Hydrological,Landslide,Kill,Indonesia,12,,50500,,50500,2000,95.87816577
2017-0494-IDN,2017,Natural,Hydrological,Flood,Affected,Indonesia,9,,12000,,12000,,95.87816577
2017-0311-MMR,2017,Natural,Hydrological,Flood,Affected,Myanmar,3,,92000,,92000,,95.87816577
2017-0140-PHL,2017,Natural,Geophysical,Earthquake,Affected,Philippines (the),,,25000,,25000,2000,95.87816577
2017-0028-PHL,2017,Natural,Hydrological,Flood,Kill,Philippines (the),9,,1500000,,1500000,8100,95.87816577
2017-0316-THA,2017,Natural,Hydrological,Flood,Kill,Thailand,23,,1000000,,1000000,307000,95.87816577
2017-0406-THA,2017,Natural,Meteorological,Storm,Affected,Thailand,,,28500,,28500,,95.87816577
2017-0530-IDN,2017,Natural,Geophysical,Earthquake,Waiting,Indonesia,4,36,8859,,8895,,95.87816577
2017-0147-IDN,2017,Natural,Hydrological,Flood,Kill,Indonesia,12,4,355,,359,,95.87816577
2017-0576-IDN,2017,Natural,Hydrological,Flood,Affected,Indonesia,2,,2280,,2280,,95.87816577
2017-0177-IDN,2017,Natural,Hydrological,Flood,Affected,Indonesia,4,,282345,75,282420,,95.87816577
2017-0102-IDN,2017,Natural,Hydrological,Landslide,Kill,Indonesia,28,17,,160,177,11000,95.87816577
2017-0059-IDN,2017,Natural,Hydrological,Flood,Affected,Indonesia,2,,400,,400,,95.87816577
2017-0393-IDN,2017,Natural,Geophysical,Volcanic activity,Waiting,Indonesia,,,133349,,133349,,95.87816577
2017-0281-LAO,2017,Natural,Meteorological,Storm,Affected,Lao People's Democratic Republic (the),,,,,,,95.87816577
2017-0152-MMR,2017,Natural,Meteorological,Storm,Affected,Myanmar,,,107520,,107520,,95.87816577
2017-0516-MYS,2017,Natural,Hydrological,Flood,Kill,Malaysia,2,,13000,,13000,,95.87816577
2017-0224-MYS,2017,Natural,Hydrological,Flood,Affected,Malaysia,,,5481,,5481,,95.87816577
2017-0477-MYS,2017,Natural,Hydrological,Flood,Affected,Malaysia,7,,3500,,3500,,95.87816577
2017-0050-PHL,2017,Natural,Geophysical,Earthquake,Kill,Philippines (the),8,202,16655,,16857,13974,95.87816577
2017-0247-PHL,2017,Natural,Geophysical,Earthquake,Affected,Philippines (the),3,448,16052,,16500,4364,95.87816577
2017-0497-PHL,2017,Natural,Hydrological,Flood,Affected,Philippines (the),,,8000,,8000,,95.87816577
2017-0142-PHL,2017,Natural,Meteorological,Storm,Affected,Philippines (the),10,10,850,,860,2000,95.87816577
2017-0485-PHL,2017,Natural,Meteorological,Storm,Affected,Philippines (the),,,,,,,95.87816577
2017-0226-PHL,2017,Natural,Hydrological,Flood,Kill,Philippines (the),13,,334000,,334000,,95.87816577
2017-0006-THA,2017,Natural,Hydrological,Flood,Kill,Thailand,96,,1800000,,1800000,1000000,95.87816577
2017-0516-THA,2017,Natural,Hydrological,Flood,Kill,Thailand,22,,385498,,385498,,95.87816577
2017-0281-THA,2017,Natural,Meteorological,Storm,Affected,Thailand,,,60,,60,,95.87816577
2018-0044-PHL,2018,Natural,Meteorological,Storm,Affected,Philippines (the),,,254859,,254859,3070,98.21999062
2018-0225-PHL,2018,Natural,Meteorological,Storm,--,Philippines (the),,,1677993,,1677993,25944,98.21999062
2018-0455-PHL,2018,Natural,Meteorological,Storm,Kill,Philippines (the),182,105,1015958,,1016063,106753,98.21999062
2018-0352-IDN,2018,Natural,Geophysical,Earthquake,Kill,Indonesia,4340,2531,206494,,209025,1450000,98.21999062
2018-0425-IDN,2018,Natural,Hydrological,Flood,Kill,Indonesia,35,,20000,,20000,,98.21999062
2018-0471-IDN,2018,Natural,Hydrological,Flood,Kill,Indonesia,13,,3000,,3000,,98.21999062
2018-0121-IDN,2018,Natural,Hydrological,Flood,Affected,Indonesia,3,1,12000,,12001,,98.21999062
2018-0472-IDN,2018,Natural,Hydrological,Flood,Affected,Indonesia,9,,5463,,5463,,98.21999062
2018-0483-IDN,2018,Natural,Hydrological,Flood,Kill,Indonesia,20,,100000,,100000,,98.21999062
2018-0203-MMR,2018,Natural,Hydrological,Flood,Kill,Myanmar,12,,,,,,98.21999062
2018-0341-PHL,2018,Natural,Meteorological,Storm,Kill,Philippines (the),84,138,3800000,,3800138,32033,98.21999062
2018-0399-PHL,2018,Natural,Meteorological,Storm,Affected,Philippines (the),12,2,253298,,253300,305000,98.21999062
2018-0257-IDN,2018,Natural,Geophysical,Earthquake,Kill,Indonesia,564,1584,445343,70000,516927,790000,98.21999062
2018-0458-IDN,2018,Natural,Geophysical,Volcanic activity,Kill,Indonesia,453,14059,33719,,47778,250000,98.21999062
2018-0222-LAO,2018,Natural,Hydrological,Flood,Kill,Lao People's Democratic Republic (the),136,,13100,,13100,,98.21999062
2018-0314-MMR,2018,Natural,Hydrological,Flood,Affected,Myanmar,7,,63400,,63400,,98.21999062
2018-0056-IDN,2018,Natural,Hydrological,Landslide,Kill,Indonesia,15,14,50000,,50014,,98.21999062
2018-0227-LAO,2018,Natural,Meteorological,Storm,Kill,Lao People's Democratic Republic (the),,,120000,,120000,,98.21999062
2018-0305-LAO,2018,Natural,Meteorological,Storm,Kill,Lao People's Democratic Republic (the),,,615145,,615145,225000,98.21999062
2018-0227-PHL,2018,Natural,Meteorological,Storm,Kill,Philippines (the),16,,2231101,,2231101,88000,98.21999062
2018-0031-IDN,2018,Natural,Geophysical,Earthquake,Affected,Indonesia,1,11,13800,,13811,80000,98.21999062
2018-0254-IDN,2018,Natural,Geophysical,Earthquake,Kill,Indonesia,14,135,102717,,102852,29000,98.21999062
2018-0302-IDN,2018,Natural,Geophysical,Earthquake,Kill,Indonesia,10,24,755,,779,5000,98.21999062
2018-0016-IDN,2018,Natural,Geophysical,Volcanic activity,Affected,Indonesia,,,50000,,50000,,98.21999062
2018-0454-IDN,2018,Natural,Hydrological,Landslide,Kill,Indonesia,33,,,,,,98.21999062
2018-0166-IDN,2018,Natural,Hydrological,Flood,Affected,Indonesia,,,3000,,3000,,98.21999062
2018-0222-KHM,2018,Natural,Hydrological,Flood,Kill,Cambodia,,,5817,,5817,,98.21999062
2018-0154-MMR,2018,Natural,Geophysical,Mass movement (dry),Kill,Myanmar,17,,,,,,98.21999062
2018-0240-MMR,2018,Natural,Hydrological,Landslide,Kill,Myanmar,15,45,,,45,,98.21999062
2018-0255-MMR,2018,Natural,Hydrological,Flood,Affected,Myanmar,16,,109650,,109650,,98.21999062
2018-0063-MYS,2018,Natural,Hydrological,Flood,Affected,Malaysia,,,4900,,4900,,98.21999062
2018-0068-MYS,2018,Natural,Hydrological,Flood,Affected,Malaysia,2,,12000,,12000,,98.21999062
2018-0014-PHL,2018,Natural,Geophysical,Volcanic activity,Affected,Philippines (the),,,86056,,86056,3564,98.21999062
2018-0004-PHL,2018,Natural,Meteorological,Storm,Affected,Philippines (the),3,9,83908,,83917,12292,98.21999062
2018-0347-PHL,2018,Natural,Meteorological,Storm,Affected,Philippines (the),5,,1709511,,1709511,19000,98.21999062
2018-0486-PHL,2018,Natural,Biological,Epidemic,Kill,Philippines (the),202,21812,,,21812,,98.21999062
2018-0489-PHL,2018,Natural,Biological,Epidemic,Kill,Philippines (the),317,57564,,,57564,,98.21999062
2018-0051-PHL,2018,Natural,Hydrological,Flood,Kill,Philippines (the),11,,180000,,180000,,98.21999062
2019-0022-IDN,2019,Natural,Hydrological,Flood,Affected,Indonesia,2,,2650,,2650,,100
2019-0107-IDN,2019,Natural,Hydrological,Flood,Affected,Indonesia,9,4,168393,,168397,,100
2019-0168-IDN,2019,Natural,Hydrological,Flood,Kill,Indonesia,18,2,13000,,13002,15000,100
2019-0385-MMR,2019,Natural,Hydrological,Flood,Kill,Myanmar,115,,,1875,1875,,100
2019-0334-IDN,2019,Natural,Geophysical,Earthquake,Affected,Indonesia,8,134,5790,5880,11804,,100
2019-0013-IDN,2019,Natural,Hydrological,Landslide,Kill,Indonesia,84,47,6596,,6643,,100
2019-0369-MMR,2019,Natural,Hydrological,Landslide,Kill,Myanmar,13,,,,,,100
2019-0085-IDN,2019,Natural,Geophysical,Earthquake,Affected,Indonesia,,48,1715,,1763,,100
2019-0109-IDN,2019,Natural,Geophysical,Earthquake,Affected,Indonesia,9,45,1250,,1295,,100
2019-0377-IDN,2019,Natural,Geophysical,Earthquake,Affected,Indonesia,6,4,2100,,2104,,100
2019-0451-IDN,2019,Natural,Geophysical,Earthquake,Kill,Indonesia,31,179,247239,,247418,,100
2019-0111-IDN,2019,Natural,Hydrological,Flood,Kill,Indonesia,206,915,58625,,59540,103000,100
2019-0117-IDN,2019,Natural,Hydrological,Landslide,Affected,Indonesia,5,,860,,860,,100
2019-0167-IDN,2019,Natural,Hydrological,Flood,Affected,Indonesia,2,,2258,,2258,,100
2019-0210-IDN,2019,Natural,Hydrological,Flood,Affected,Indonesia,1,,52000,,52000,,100
2019-0281-IDN,2019,Natural,Hydrological,Flood,Affected,Indonesia,2,,55495,,55495,,100
2019-0523-IDN,2019,Natural,Hydrological,Flood,Affected,Indonesia,,,9435,,9435,,100
2019-0419-KHM,2019,Natural,Hydrological,Flood,Kill,Cambodia,12,,435000,,435000,,100
2019-9359-LAO,2019,Natural,Climatological,Drought,Declar,Lao People's Democratic Republic (the),,,,,,,100
2019-0419-LAO,2019,Natural,Hydrological,Flood,Kill,Lao People's Democratic Republic (the),16,,309176,,309176,,100
2019-0347-MMR,2019,Natural,Hydrological,Flood,Affected,Myanmar,,,6200,,6200,,100
2019-0226-MYS,2019,Natural,Hydrological,Flood,Affected,Malaysia,,,1000,,1000,,100
2019-0523-MYS,2019,Natural,Hydrological,Flood,Affected,Malaysia,,,2412,,2412,,100
2019-0162-PHL,2019,Natural,Geophysical,Earthquake,Kill,Philippines (the),25,282,15273,,15555,50000,100
2019-0356-PHL,2019,Natural,Geophysical,Earthquake,Affected,Philippines (the),,52,9525,,9577,,100
2019-0362-PHL,2019,Natural,Geophysical,Earthquake,Affected,Philippines (the),9,64,2963,,3027,5258,100
2019-0489-PHL,2019,Natural,Geophysical,Earthquake,Affected,Philippines (the),7,215,3068,,3283,,100
2019-0522-PHL,2019,Natural,Geophysical,Earthquake,Affected,Philippines (the),10,395,25630,,26025,,100
2019-0021-PHL,2019,Natural,Meteorological,Storm,Affected,Philippines (the),,,13160,,13160,,100
2019-0349-PHL,2019,Natural,Meteorological,Storm,Affected,Philippines (the),4,,2000,,2000,377440,100
2019-0434-PHL,2019,Natural,Meteorological,Storm,Affected,Philippines (the),2,2,61500,,61502,,100
2019-0080-PHL,2019,Natural,Biological,Epidemic,Kill,Philippines (the),333,22967,,,22967,,100
2019-0355-PHL,2019,Natural,Biological,Epidemic,Kill,Philippines (the),492,106630,,,106630,,100
2019-9137-PHL,2019,Natural,Climatological,Drought,Affected,Philippines (the),,,16000,,16000,,100
2019-0264-PHL,2019,Natural,Hydrological,Flood,Affected,Philippines (the),,,45000,,45000,,100
2019-0009-THA,2019,Natural,Meteorological,Storm,Affected,Thailand,7,,720885,,720885,,100
2019-9359-THA,2019,Natural,Climatological,Drought,Declar,Thailand,,,,,,,100
1967-0134-IDN,1967,Natural,Geophysical,Earthquake,Kill,Indonesia,14,,,10000,10000,,13.04806211
1971-0140-IDN,1971,Natural,Geophysical,Earthquake,Affected,Indonesia,1,6,6885,,6891,,15.83825463
2015-0620-VNM,2015,Natural,Meteorological,Storm,Affected,Viet Nam,11,,,,,12800,92.70882199
2016-0573-VNM,2016,Natural,Hydrological,Flood,Affected,Viet Nam,8,4,410,95,509,,93.87843648
2017-0337-VNM,2017,Natural,Hydrological,Flood,Kill,Viet Nam,39,21,3000,1140,4161,88000,95.87816577
2017-0259-VNM,2017,Natural,Hydrological,Flood,Affected,Viet Nam,1,4,4100,,4104,355,95.87816577
2017-0270-VNM,2017,Natural,Hydrological,Flood,Kill,Viet Nam,14,,400,,400,1300,95.87816577
2017-0428-VNM,2017,Natural,Hydrological,Flood,Affected,Viet Nam,75,38,40000,,40038,88000,95.87816577
2017-0465-THA,2017,Natural,Hydrological,Flood,Kill,Thailand,9,,605000,,605000,1400,95.87816577
2017-0422-VNM,2017,Natural,Meteorological,Storm,Kill,Viet Nam,123,,4330000,,4330000,1000000,95.87816577
2017-0281-VNM,2017,Natural,Meteorological,Storm,Affected,Viet Nam,9,,21000,,21000,71000,95.87816577
2017-0352-VNM,2017,Natural,Meteorological,Storm,Kill,Viet Nam,1,1,,,1,1430000,95.87816577
2017-0406-VNM,2017,Natural,Meteorological,Storm,Affected,Viet Nam,14,112,691900,,692012,484000,95.87816577
2017-0492-VNM,2017,Natural,Hydrological,Flood,Affected,Viet Nam,8,,41500,,41500,,95.87816577
2018-0227-VNM,2018,Natural,Meteorological,Storm,Kill,Viet Nam,34,,96000,,96000,220000,98.21999062
2018-0305-VNM,2018,Natural,Meteorological,Storm,Kill,Viet Nam,13,,50000,,50000,2000,98.21999062
2018-0204-VNM,2018,Natural,Hydrological,Flood,Kill,Viet Nam,33,18,16710,,16728,23000,98.21999062
2018-0369-VNM,2018,Natural,Hydrological,Flood,Kill,Viet Nam,20,,6000,,6000,,98.21999062
2018-0201-VNM,2018,Natural,Meteorological,Storm,Kill,Viet Nam,1,,,,,,98.21999062
2018-0448-VNM,2018,Natural,Hydrological,Flood,Affected,Viet Nam,14,,105000,,105000,25000,98.21999062
2018-0484-VNM,2018,Natural,Meteorological,Storm,Kill,Viet Nam,19,28,10000,,10028,17200,98.21999062
2019-0541-PHL,2019,Natural,Meteorological,Storm,Affected,Philippines (the),,,3000,,3000,,100
2019-0634-PHL,2019,Natural,Meteorological,Storm,Kill,Philippines (the),63,369,3296877,,3297246,15722,100
2019-0534-VNM,2019,Natural,Meteorological,Storm,Affected,Viet Nam,1,14,20000,,20014,,100
2019-0380-VNM,2019,Natural,Hydrological,Flood,Kill,Viet Nam,27,,,500,500,45000,100
2019-0265-VNM,2019,Natural,Hydrological,Flood,Affected,Viet Nam,3,,,265,265,,100
2019-0482-VNM,2019,Natural,Hydrological,Flood,Affected,Viet Nam,3,5,26250,,26255,,100
2019-0632-IDN,2019,Natural,Hydrological,Flood,Kill,Indonesia,66,110,501000,,501110,1200000,100
2019-0657-IDN,2019,Natural,Hydrological,Flood,Kill,Indonesia,6,,60000,,60000,,100
2019-0646-IDN,2019,Natural,Climatological,Wildfire,Declar,Indonesia,,,,,,,100
2019-0549-VNM,2019,Natural,Meteorological,Storm,Affected,Viet Nam,3,,2150,,2150,4000,100
2019-0419-THA,2019,Natural,Hydrological,Flood,Kill,Thailand,19,,158000,,158000,,100
2019-9359-VNM,2019,Natural,Climatological,Drought,Declar,Viet Nam,,,685558,,685558,,100
